example_id,customer_text,gold_intent,model_intent,model_action,intent_confidence,top_similarity,evidence_level,model_reply,historical_response,quality_score,non_empty,professional,helpful_request,intent_grounded,escalation_appropriate,historical_grounding,no_unsupported_claims
gold_129,2 hours of my life online with @115858 and I still have a broken phone #neverusetheonlinechat,repair_support,battery_charging,escalate,0.3104,0.2327,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@767535 We're here for you. Send us a DM, and we'll take a closer look at your Mac together there. https://t.co/GDrqU22YpT",0.8571428571428571,True,True,True,False,True,True,True
gold_130,"excel file direct in excel and save back to its location, instead we get option to copy in excel, that need more work @AppleSupport 2/2",apps_services,hardware_device,escalate,0.2004,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@174256 Thanks for reaching out. When you have the time, submit feedback to us about those features here: https://t.co/eTPVYVFyd8",1.0,True,True,True,True,True,True,True
gold_131,@AppleSupport We got our Apple TV 4k on Friday &amp; have had this issue almost every time we try to use it...any insight? https://t.co/ErdNkSGQ6b,apps_services,hardware_device,escalate,0.3826,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@395363 Let's get you pointed in the right direction. Reach out to our Apple TV experts here: https://t.co/IBIY3vMgPj,0.8571428571428571,True,True,True,True,True,False,True
gold_132,Can I sue @115858 for making my battery die with their updates... I mean why don’t you care about us?? 😂,battery_charging,battery_charging,escalate,0.6062,0.2648,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@615764 Send over some more details about what's happening with your iPhone. We'll be happy to work through the issues you're seeing. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,False,True,True,True
gold_133,@AppleSupport nothing happens .. i log in to my account and nothing happens.. like it doesnt download,account_icloud,account_icloud,escalate,0.8972,0.44,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@138172 Thanks for letting us know. Let's have you try to restart the iPhone and then see if that issue persists. This can help: https://t.co/OWRDHWSt4h Let us know how that goes afterward. Also, check out this article about notifications: https://t.co/2txgOv5s2M https://t.co/GDrqU22YpT",0.8571428571428571,True,True,True,False,True,True,True
gold_134,@AppleSupport The issue its happen with almost iphone after the up date 👎🏼 u can search by google whats the problem in the new up date,software_update,hardware_device,escalate,0.2434,0.2732,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@541786 We'll be happy to help. Can you DM us the exact version of iOS you are running and a little more on what's happening exactly? https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,True,True,False,True
gold_135,"@AppleSupport Hello, my IPhone 7 (32gb) has been stuck in a permanent loop of restarting and crashing for hours and hasn't come back on at all. My volume down button is also stuck in and believe this to be causing the crashing. My phone is unrecognisable in ITunes, Help!",hardware_device,hardware_device,escalate,0.3401,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@744967 Let's investigate this together. Prior to this starting, were you using an app, etc? Did you receive an alert or error message? Have you attempted a force restart: https://t.co/o7nB3pXfMv",0.8571428571428571,True,True,True,True,True,False,True
gold_136,@AppleSupport yet another bug! #iOS11Fail - WiFi and Bluetooth still enabled even though disabled in Control Centre https://t.co/TojlaAU5Ty,connectivity_calls,connectivity_calls,escalate,0.9541,0.3009,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@435779 Bluetooth/Wi-Fi in Control Center are working as expected. For more information, click here: https://t.co/G7BHuQnDS6",0.7142857142857143,True,True,True,False,True,False,True
gold_137,@AppleSupport Okay... Thank you... so I can just ignore the email?,account_icloud,hardware_device,escalate,0.5988,0.6205,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@668729 No problem. Feel free to reach out if you have any other questions.,0.8571428571428571,True,True,True,True,True,False,True
gold_138,@AppleSupport Tried iTunes restore and now it’s working fine. Thanks for the support.,other,hardware_device,escalate,0.4364,0.3696,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@202197 That's great! Please feel free to reach back out if you have any other issues.,0.8571428571428571,True,True,True,True,True,False,True
gold_139,@AppleSupport Using one finger is fine. It’s the two finger keyboard gesture. iPad Pro 10.5 and iOS 11.1. Also has been an issue on iPad Air on every iOS version since iOS 10. No accessibility activations. Happens with factory reset device too.,keyboard_input,software_update,escalate,0.7413,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@807890 We'd like to take a closer look into this. Send us a DM and we can start there. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,False,True,True,True
gold_140,@AppleSupport You still have a fundamental bug with 11.0.2 on the 7 Plus re: uploading pics to text. Balks most of the time.,messaging,hardware_device,escalate,0.2581,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@231630 We'd love to see what you're experiencing. Please shoot us a DM and we can work together. https://t.co/GDrqU22YpT,1.0,True,True,True,True,True,True,True
gold_141,seriously wtf @115858 !!!!! https://t.co/MXvLNdIsaM,other,apps_services,escalate,0.6335,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@679454 We can help out. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,True,True,False,True
gold_142,@115858 PLEASE FIX THIS I️ I️,keyboard_input,keyboard_input,escalate,0.4314,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@714366 Hi there. We recently released iOS 11.1.1 to address this issue. If you haven't updated yet, you can learn how here: https://t.co/80YRnjDFDk If the issue persists, send us a DM so we can help there. https://t.co/GDrqU22YpT",0.7142857142857143,True,True,True,False,True,False,True
gold_143,@AppleSupport All the networks,connectivity_calls,hardware_device,escalate,0.5658,0.5956,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@804171 When you got your new iPhone 8, did you restore it from a backup you made of a previous iPhone? DM us and let us know. https://t.co/GDrqU22YpT",0.8571428571428571,True,True,True,True,True,False,True
gold_144,@173788 @115858 I have same this problem😤,other,hardware_device,escalate,0.2203,0.5048,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@287497 That should not be happening. We'd be happy to help. Let's move over to DM to continue looking into this. Let us know your iOS version. You can check for that in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,True,True,False,True
gold_145,"@AppleSupport i’m up to date, using 11.1",software_update,hardware_device,escalate,0.6739,0.6673,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@370413 Thanks. Are notifications not working at all, or is this for specific apps? Review our link here: https://t.co/E7sMv2aXe6",0.8571428571428571,True,True,True,True,True,False,True
gold_146,telefonum hala bana gelmemesi @AppleSupport,purchases_billing,hardware_device,escalate,1.0,0.6444,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@315373 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,0.8571428571428571,True,True,True,True,True,False,True
gold_147,"@AppleSupport Yeah, didn’t work. Software update?",software_update,software_update,auto_handle,0.9132,1.0,strong,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,@480274 We'd like to take a closer look. Please DM us your current iOS version and we'll go from there. https://t.co/GDrqU2kzhr,1.0,True,True,True,True,True,True,True
gold_148,@AppleSupport Thanks I will the updates,software_update,software_update,escalate,0.3999,0.4105,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@393436 It is our pleasure. We hope you have a great day!,0.7142857142857143,True,True,True,False,True,False,True
gold_149,@AppleSupport Like so ^,other,hardware_device,escalate,0.7156,0.4479,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@517714 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.8571428571428571,True,True,True,True,True,False,True
gold_150,@AppleSupport Omg yesss thank you !!!!,other,hardware_device,escalate,0.7874,0.6261,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@477027 We want to help. Try the steps in this article: https://t.co/xU1AGHStV6 Then DM us if you still need us. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,True,True,False,True
gold_151,@AppleSupport I got the latest update,software_update,software_update,auto_handle,0.9389,0.5737,strong,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,@201082 Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,True,True,False,True
gold_152,@AppleSupport Yes I did thank you,other,hardware_device,escalate,0.8645,0.8415,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@330326 Got it. Does the word unknown appear as the Caller ID or is it just showing the phone number? DM the answer. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,True,True,False,True
gold_153,Why the website doesn’t work?! @115858 @AppleSupport,apps_services,hardware_device,escalate,0.4702,0.371,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@513889 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,0.8571428571428571,True,True,True,True,True,False,True
gold_154,What sorcery is this @115858 @AppleSupport ?!,other,hardware_device,escalate,0.7354,0.6675,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@787543 Let's put our heads together to see if we can find out. Send us a DM with the link below and let us now which iPhone model you have and it's iOS version. Tell us about when it started and whether you have a case or screen protector on your iPhone, too. https://t.co/GDrqU22YpT",0.8571428571428571,True,True,True,True,True,False,True
gold_155,@AppleSupport wtf is this shit ⬆️,keyboard_input,hardware_device,escalate,0.7945,0.7573,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@467485 Let's take a look into this together. Which device and OS are we working with? Let us know in DM. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,True,True,False,True
gold_156,@115858  dont worry i fixed it,other,hardware_device,escalate,0.2473,0.4404,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@672983 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. Follow the steps here: https://t.co/80YRnjDFDk",0.8571428571428571,True,True,True,True,True,False,True
gold_157,@AppleSupport Dose this mean jailbreck,other,hardware_device,escalate,0.7348,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@671655 Can you please elaborate more on your question so that we can better support you? For example, can you tell us what you mean by jailbreak? Is your phone broken? If so, can you please tell us what is not working for you?",1.0,True,True,True,True,True,True,True
gold_158,@AppleSupport it still doesn’t work,other,hardware_device,escalate,0.6434,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@669746 We'd like to request additional information. Please meet us in DM. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,True,True,False,True
gold_159,My iPhone screen is broken @AppleSupport,repair_support,hardware_device,escalate,0.7923,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@137645 We are here to help. DM us your current country and we can take a look at this. https://t.co/GDrqU22YpT,1.0,True,True,True,True,True,True,True
gold_160,@AppleSupport Everything Is Up To Date,software_update,hardware_device,escalate,0.683,0.5968,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@170495 Thanks for letting us know. We'd like to take a closer look at what's happening via DM. Reach out to us via the following link: https://t.co/GDrqU22YpT,1.0,True,True,True,True,True,True,True
gold_161,@AppleSupport #iOS version 11.0.1.,software_update,software_update,auto_handle,0.8605,0.9488,strong,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,"@287016 We're happy to help with downloading your apps. Meet us in DM with more details, such as any errors messages you're getting and which country you're in, and we'll get started. https://t.co/GDrqU22YpT",0.8571428571428571,True,True,True,True,True,False,True
gold_162,@AppleSupport Updated and it’s still happening https://t.co/JkNINHPaaU,software_update,software_update,escalate,0.5482,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@222032 Thank you for updating us on the results. We have a few more steps to try with you. Let's touch base in DM https://t.co/GDrqU22YpT,0.7142857142857143,True,True,True,False,True,False,True
gold_163,@115858 fix this shit https://t.co/v2KifA473q,software_update,keyboard_input,escalate,0.3352,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@352094 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,0.7142857142857143,True,True,True,False,True,False,True
gold_164,FML @AppleSupport help me https://t.co/t8LnITLn75,other,hardware_device,escalate,0.8447,0.7802,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@446719 We're here to help you. Have you tried the steps here? https://t.co/sf0JEbUJVS Let us know if this helps.,0.8571428571428571,True,True,True,True,True,False,True
gold_165,@AppleSupport iOS 11.1.2.. apps are updated too,software_update,software_update,auto_handle,0.9919,1.0,strong,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,@221512 Okay great. We can go ahead and take a further look in to this today. Send us a DM to continue. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,True,True,False,True
gold_166,@115858 That was rhetorical,apps_services,apps_services,escalate,0.1828,0.566,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@498607 We've seen the issue you're talking about and we have a workaround for it: https://t.co/xXaXeeSRt9 Did that help?,0.8571428571428571,True,True,True,True,True,False,True
gold_167,"@AppleSupport lost my iphone, check DMs please",hardware_device,hardware_device,escalate,0.4085,0.709,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@361942 We have received your DM and will respond there shortly.,0.8571428571428571,True,True,True,True,True,False,True
gold_168,@AppleSupport iPhone 7 Plus 11.1.2,software_update,hardware_device,escalate,0.7586,0.7028,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@781291 Has it been updated recently? What iOS version is running? Are you able to get past the lock screen?,0.8571428571428571,True,True,True,True,True,False,True
gold_169,"iOS 11 bugs 😅
@115858 @AppleSupport https://t.co/39OEzjdoaQ",software_update,software_update,auto_handle,0.9551,0.4797,strong,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,@416266 We'd like to help! Check out this article: https://t.co/Ui1yTnOCUz,0.8571428571428571,True,True,True,True,True,False,True
gold_170,@AppleSupport And yes 11.0.2,hardware_device,hardware_device,escalate,0.6986,0.6545,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@671522 Thank you. Can you please shoot us a DM and we will gather more details there? https://t.co/GDrqU22YpT,1.0,True,True,True,True,True,True,True
gold_171,@AppleSupport 11.0.1,software_update,hardware_device,escalate,0.9493,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@777952 Let's get your software up-to-date to see if the issue persists. Remember to create a backup first. You can find instructions here: https://t.co/80YRnjDFDk If you still have the issue afterward, let us in DM using the link below. https://t.co/GDrqU22YpT",0.8571428571428571,True,True,True,True,True,False,True
gold_172,@AppleSupport ????????? https://t.co/PzaL5Teqpo,software_update,hardware_device,escalate,0.9599,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@656914 Okay, that's good to know. Let's continue working on this in DM. Send us one as soon as you get the chance, and we'll take it from there. https://t.co/GDrqU22YpT",0.8571428571428571,True,True,True,True,True,False,True
gold_173,@AppleSupport 11.0.2,software_update,hardware_device,escalate,0.9493,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@777952 Let's get your software up-to-date to see if the issue persists. Remember to create a backup first. You can find instructions here: https://t.co/80YRnjDFDk If you still have the issue afterward, let us in DM using the link below. https://t.co/GDrqU22YpT",0.8571428571428571,True,True,True,True,True,False,True
gold_174,@AppleSupport iPhone 7.,hardware_device,hardware_device,escalate,0.9388,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@360572 Thanks! Let's take a look at this together in DM. https://t.co/GDrqU22YpT,1.0,True,True,True,True,True,True,True
gold_175,@AppleSupport No,apps_services,hardware_device,escalate,0.9363,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@411122 Let's look deeper into this issue. Send us a DM and we'll get started. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,True,True,False,True
gold_176,@230273 @AppleSupport Thanks!,software_update,hardware_device,escalate,0.9305,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@678704 You're most welcome!,0.8571428571428571,True,True,True,True,True,False,True
gold_177,@AppleSupport Crickets.......,battery_charging,hardware_device,escalate,1.0,0.3715,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@265778 We'd like to look into this with you. DM us details and we'll continue there. https://t.co/GDrqU22YpT,1.0,True,True,True,True,True,True,True
gold_178,@AppleSupport 11.1.1,apps_services,hardware_device,escalate,0.9493,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@777952 Let's get your software up-to-date to see if the issue persists. Remember to create a backup first. You can find instructions here: https://t.co/80YRnjDFDk If you still have the issue afterward, let us in DM using the link below. https://t.co/GDrqU22YpT",0.8571428571428571,True,True,True,True,True,False,True
gold_179,@AppleSupport Yes https://t.co/UbYPiMkkaJ,account_icloud,hardware_device,escalate,0.9551,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@367714 OK, perfect. Please toggle that off, then back on, test to see if the issue remains. If so, please DM us and we'll continue there. https://t.co/GDrqU22YpT",0.8571428571428571,True,True,True,True,True,False,True
gold_180,@AppleSupport iOS 11.0.3,software_update,software_update,auto_handle,0.9994,1.0,strong,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,@791935 Thanks for providing that. We'd like to take a closer look. Send us a DM. https://t.co/GDrqU22YpT,1.0,True,True,True,True,True,True,True
gold_181,@AppleSupport Thank you,other,hardware_device,escalate,0.8863,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@483414 You're welcome. Feel free to reach out if you have a question or concern in the future. We're here for you. Enjoy the weekend!,1.0,True,True,True,True,True,True,True
gold_182,@AppleSupport 5s 11.0.1,software_update,hardware_device,escalate,0.765,0.9109,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@324196 Have you tried restarting the device and checking again? Here’s how: https://t.co/d59djUbfjV Send us a DM with further questions. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,True,True,False,True
gold_183,@AppleSupport help? https://t.co/RWShLGKIei,other,hardware_device,escalate,0.9223,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@260537 Thank you for reaching out to us. To start, what device model are you using and what issue(s) are you experiencing exactly?",1.0,True,True,True,True,True,True,True
gold_184,@AppleSupport iOS 11,software_update,software_update,auto_handle,0.9994,1.0,strong,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,@791935 Thanks for providing that. We'd like to take a closer look. Send us a DM. https://t.co/GDrqU22YpT,1.0,True,True,True,True,True,True,True
gold_185,@AppleSupport I’ve created!,other,hardware_device,escalate,0.6773,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@662743 Thanks for that info. Let's look into this futher. Meet us in DM and we'll continue. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,True,True,False,True
gold_186,@AppleSupport ????????😱 https://t.co/L4jSyp6p9v,other,hardware_device,escalate,0.9599,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@656914 Okay, that's good to know. Let's continue working on this in DM. Send us one as soon as you get the chance, and we'll take it from there. https://t.co/GDrqU22YpT",0.8571428571428571,True,True,True,True,True,False,True
gold_187,@AppleSupport 11.0.3,software_update,hardware_device,escalate,0.9493,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@777952 Let's get your software up-to-date to see if the issue persists. Remember to create a backup first. You can find instructions here: https://t.co/80YRnjDFDk If you still have the issue afterward, let us in DM using the link below. https://t.co/GDrqU22YpT",0.8571428571428571,True,True,True,True,True,False,True
gold_188,@AppleSupport iOS 11.0.3,software_update,software_update,auto_handle,0.9994,1.0,strong,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,@791935 Thanks for providing that. We'd like to take a closer look. Send us a DM. https://t.co/GDrqU22YpT,1.0,True,True,True,True,True,True,True
gold_189,@AppleSupport No,other,hardware_device,escalate,0.9363,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@411122 Let's look deeper into this issue. Send us a DM and we'll get started. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,True,True,False,True
gold_190,@AppleSupport Yes.,other,hardware_device,escalate,0.9462,1.0,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@547101 OK and what version of software is the device currently running? (Settings &gt; General &gt; About),0.8571428571428571,True,True,True,True,True,False,True
gold_191,"@AppleSupport My iPhone 7 Plus keeps freezing after the iOS 11 update, I can only use physical buttons and not the screen - takes about a minute before iPhone responds again - when will this be resolved?",software_update,software_update,escalate,0.8114,0.2823,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@528342 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.7142857142857143,True,True,True,False,True,False,True
gold_192,@AppleSupport AppleWatch (S1): Is corrosion of the housing bottom normal? Start from the letters.,repair_support,hardware_device,escalate,0.3676,0.2414,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@277908 Just to confirm, when you're using Notes, you're unable to tap on the display and start at any point, is that correct?",0.8571428571428571,True,True,True,True,True,False,True
gold_193,@115858 with the 128 gb iPhone &amp; iCloud storage available. Why am I unable to see my call logs even from the last week? Incredible limitations! In all your so many software updates you send try to help us out in this one,messaging,account_icloud,escalate,0.3751,0.0,none,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,,0.7142857142857143,True,True,True,False,True,False,True
gold_194,@AppleSupport I spend so much time just waiting for it to work out how to do what it’s been asked to do.,hardware_device,hardware_device,escalate,0.2835,0.215,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@610404 Meet us in DM with the iPhone model you own to get started. https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,True,True,False,True
gold_195,@AppleSupport This is the error that shows after I run first aid. Please assist urgently @AppleSupport https://t.co/NLQdC4kLZN,hardware_device,hardware_device,escalate,0.6092,0.4318,moderate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@136628 Thanks for providing that to us. Let's see if the information in the following article helps as it has steps to perform for that error: https://t.co/lMMVPdjGNN,0.8571428571428571,True,True,True,True,True,False,True
gold_196,@AppleSupport - contacts I’m calling do receive the call but when they answer there is no sound,connectivity_calls,connectivity_calls,escalate,0.904,0.2277,weak,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,"@204872 To clarify, which iOS version are you running? You can find this by going to Settings &gt; General &gt; About.",0.7142857142857143,True,True,True,False,True,False,True
gold_197,thanks @115858 my iphone X arrived in the mail today over three weeks early!! now how do i use this new piece of tech?,hardware_device,apps_services,escalate,0.2766,0.4778,strong,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,@532995 Okay. Let us help you get to enjoying your new iPhone as expected. DM us so we can better assist you: https://t.co/GDrqU22YpT,0.8571428571428571,True,True,True,True,True,False,True
gold_198,@AppleSupport hi. I got a red 1 in General settings and yet my iPad Air 2 tells me that iOS 11.1.1 is up to date. How to update to 11.1.2?,software_update,software_update,auto_handle,0.9401,1.0,strong,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,"@246874 We want to make sure we get your iPhone up to date. So we've got the right steps in mind, if you go to Settings &gt; General, and scroll down, is there a Profiles section? If so, what's listed there?",0.8571428571428571,True,True,True,True,True,False,True
