example_id,conversation_id,customer_id,tweet_id,timestamp,customer_text,cleaned_text,next_agent_response,word_count,gold_intent,gold_action,gold_reason,annotator_notes,model_intent,model_reply,model_action,model_reason,split
gold_142,customer_492496,492496,1605509,2017-11-04 18:26:14+00:00,@115858 PLEASE FIX THIS I️ I️,PLEASE FIX THIS I️ I️,"@492496 We’re here for you. Did you try this: https://t.co/xU1AGHStV6 Should it persist, send us a DM to discuss it further. https://t.co/GDrqU22YpT",6,,,,,,,,,golden
gold_143,customer_238220,238220,513626,2017-12-02 08:35:25+00:00,@AppleSupport All the networks,All the networks,@238220 Understood. Try the steps in this link and let us know how it goes: https://t.co/sXbhzfS2lM,4,,,,,,,,,golden
gold_144,customer_173787,173787,243331,2017-10-05 10:54:58+00:00,@173788 @115858 I have same this problem😤,I have same this problem😤,@173787 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can help you there. https://t.co/GDrqU22YpT,7,,,,,,,,,golden
gold_145,customer_497756,497756,1625367,2017-11-05 18:28:32+00:00,"@AppleSupport i’m up to date, using 11.1","i’m up to date, using 11.1","@497756 So we can gather more details, can you message us in DM? https://t.co/GDrqU22YpT",7,,,,,,,,,golden
gold_146,customer_200719,200719,356794,2017-10-08 10:04:04+00:00,telefonum hala bana gelmemesi @AppleSupport,telefonum hala bana gelmemesi,@200719 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,5,,,,,,,,,golden
gold_147,customer_480274,480274,1552171,2017-11-04 04:14:28+00:00,"@AppleSupport Yeah, didn’t work. Software update?","Yeah, didn’t work. Software update?",@480274 We'd like to take a closer look. Please DM us your current iOS version and we'll go from there. https://t.co/GDrqU2kzhr,6,,,,,,,,,golden
gold_148,customer_369803,369803,1057999,2017-09-20 14:17:03+00:00,@AppleSupport Thanks I will the updates,Thanks I will the updates,@369803 You're welcome! Let us know if you have any questions while updating. We're happy to help every step of the way.,6,,,,,,,,,golden
gold_149,customer_589939,589939,1993414,2017-11-03 04:16:01+00:00,@AppleSupport Like so ^,Like so ^,@589939 Thanks for bringing this to our attention. Which device and software version are you using? Click here and join us in DM: https://t.co/GDrqU22YpT,4,,,,,,,,,golden
gold_150,customer_138689,138689,103148,2017-11-30 23:00:50+00:00,@AppleSupport Omg yesss thank you !!!!,Omg yesss thank you !!!!,@138689 You're very welcome. Please let us know if you have any additional questions. We're happy to help. Have a great evening!,6,,,,,,,,,golden
gold_151,customer_490505,490505,1596632,2017-11-05 02:53:14+00:00,@AppleSupport I got the latest update,I got the latest update,@490505 OK.  Let's take this conversation to DM. https://t.co/GDrqU22YpT,6,,,,,,,,,golden
gold_152,customer_495208,495208,1614437,2017-11-05 16:23:08+00:00,@AppleSupport Yes I did thank you,Yes I did thank you,@495208 You're most welcome. Let us know if you have any other questions!,6,,,,,,,,,golden
gold_153,customer_142518,142518,119522,2017-11-23 22:23:46+00:00,Why the website doesn’t work?! @115858 @AppleSupport,Why the website doesn’t work?!,@142518 Hi there. Which site are you trying to visit? Have you tried a different browser? Let us know.,7,,,,,,,,,golden
gold_154,customer_582927,582927,1967078,2017-10-31 06:47:28+00:00,What sorcery is this @115858 @AppleSupport ?!,What sorcery is this ?!,@582927 We'd like to look into this with you. DM us including the device you have and the iOS version installed. We'll go from there. https://t.co/GDrqU22YpT,7,,,,,,,,,golden
gold_155,customer_598843,598843,2024949,2017-11-06 09:00:51+00:00,@AppleSupport wtf is this shit ⬆️,wtf is this shit ⬆️,@598843 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,6,,,,,,,,,golden
gold_156,customer_611469,611469,2067745,2017-10-19 01:29:06+00:00,@115858  dont worry i fixed it,dont worry i fixed it,@611469 We're glad to see that you've got it covered! This article has great info on taking screenshots: https://t.co/iQkc2ZuaLN,6,,,,,,,,,golden
gold_157,customer_671655,671655,2138894,2017-11-09 19:00:09+00:00,@AppleSupport Dose this mean jailbreck,Dose this mean jailbreck,"@671655 Can you please elaborate more on your question so that we can better support you? For example, can you tell us what you mean by jailbreak? Is your phone broken? If so, can you please tell us what is not working for you?",5,,,,,,,,,golden
gold_158,customer_669746,669746,2309072,2017-11-13 02:08:09+00:00,@AppleSupport it still doesn’t work,it still doesn’t work,@669746 We'd like to request additional information. Please meet us in DM. https://t.co/GDrqU22YpT,5,,,,,,,,,golden
gold_159,customer_137645,137645,98873,2017-11-30 16:20:33+00:00,My iPhone screen is broken @AppleSupport,My iPhone screen is broken,@137645 We are here to help. DM us your current country and we can take a look at this. https://t.co/GDrqU22YpT,6,,,,,,,,,golden
gold_160,customer_791931,791931,2847505,2017-11-27 19:51:33+00:00,@AppleSupport Everything Is Up To Date,Everything Is Up To Date,"@791931 Thanks for clarifying. From here, we'd like to take a closer look into this in DM. Send us a message and we'll follow up there. https://t.co/GDrqU22YpT",6,,,,,,,,,golden
gold_161,customer_756671,756671,2691766,2017-11-19 16:59:56+00:00,@AppleSupport #iOS version 11.0.1.,#iOS version 11.0.1.,"@756671 Thank you. Let's begin our steps by backing up your iPhone and updating to iOS 11.1.2 and then test to see if we're still noticing the issue.
How to back up: https://t.co/4f8hwT5to6
Update the iOS software on your iPhone: https://t.co/80YRnjDFDk",4,,,,,,,,,golden
gold_162,customer_222032,222032,451364,2017-11-30 22:37:10+00:00,@AppleSupport Updated and it’s still happening https://t.co/JkNINHPaaU,Updated and it’s still happening,@222032 Thank you for updating us on the results. We have a few more steps to try with you. Let's touch base in DM https://t.co/GDrqU22YpT,7,,,,,,,,,golden
gold_163,customer_464094,464094,1481915,2017-11-03 01:12:22+00:00,@115858 fix this shit https://t.co/v2KifA473q,fix this shit,@464094 We're here to help. Are you using iOS 11.1? Let's meet in DM and we'll go from there. https://t.co/GDrqU22YpT,5,,,,,,,,,golden
gold_164,customer_338214,338214,919211,2017-10-13 20:38:23+00:00,FML @AppleSupport help me https://t.co/t8LnITLn75,FML help me,@338214 We want to help. Meet us in DM and we'll work towards a solution together. https://t.co/GDrqU2kzhr,5,,,,,,,,,golden
gold_165,customer_221512,221512,449427,2017-11-30 21:06:17+00:00,@AppleSupport iOS 11.1.2.. apps are updated too,iOS 11.1.2.. apps are updated too,@221512 Okay great. We can go ahead and take a further look in to this today. Send us a DM to continue. https://t.co/GDrqU22YpT,7,,,,,,,,,golden
gold_166,customer_610135,610135,2063034,2017-10-06 14:29:23+00:00,@115858 That was rhetorical,That was rhetorical,@610135 Help is here. Let's check your Mail settings together via DM and find the best option for you. Tap here to DM us: https://t.co/GDrqU22YpT,4,,,,,,,,,golden
gold_167,customer_813952,813952,2946983,2017-11-29 15:29:31+00:00,"@AppleSupport lost my iphone, check DMs please","lost my iphone, check DMs please",@813952 We've received your DM and will reply to you shortly to help address this issue. Thank you for your patience.,7,,,,,,,,,golden
gold_168,customer_429710,429710,1327435,2017-11-25 21:14:16+00:00,@AppleSupport iPhone 7 Plus 11.1.2,iPhone 7 Plus 11.1.2,@429710 Thanks for that. Let's see what we can do to further assist. DM us and we'll continue from there. https://t.co/GDrqU22YpT,5,,,,,,,,,golden
gold_169,customer_217053,217053,429149,2017-10-10 08:34:31+00:00,"iOS 11 bugs 😅
@115858 @AppleSupport https://t.co/39OEzjdoaQ",iOS 11 bugs 😅,"@217053 We'll help! Has the device been restarted since it happened? If not, let's do that using: https://t.co/OWRDHWSt4h",7,,,,,,,,,golden
gold_170,customer_282222,282222,679915,2017-10-20 18:45:11+00:00,@AppleSupport And yes 11.0.2,And yes 11.0.2,"@282222 Let's start with the Touch ID. What's the iOS version? Also, have you tried all the suggestions here? https://t.co/xqiXha6yeB",4,,,,,,,,,golden
gold_171,customer_389493,389493,1145079,2017-10-24 14:20:35+00:00,@AppleSupport 11.0.1,11.0.1,@389493 Thanks for providing that for us. Let's get your device on the latest update which is 11.0.3: https://t.co/80YRnjDFDk,2,,,,,,,,,golden
gold_172,customer_526753,526753,1747343,2017-11-07 11:27:30+00:00,@AppleSupport ????????? https://t.co/PzaL5Teqpo,?????????,@526753 We'd love to help. Which version of OS do you currently have installed? The version can be found in About This Mac.,3,,,,,,,,,golden
gold_173,customer_325403,325403,864872,2017-10-10 06:55:07+00:00,@AppleSupport 11.0.2,11.0.2,@325403 Thank you. Which iPhone are you currently using? Let us know in DM. https://t.co/GDrqU22YpT,2,,,,,,,,,golden
gold_174,customer_193543,193543,325514,2017-10-05 14:49:07+00:00,@AppleSupport iPhone 7.,iPhone 7.,"@193543 Thank you, and what iOS version are you on?",3,,,,,,,,,golden
gold_175,customer_231163,231163,488010,2017-12-01 19:51:58+00:00,@AppleSupport No,No,"@231163 Since the behavior only occurs while using Twitter, let's have you try all the steps outlined in this support article: https://t.co/fUZ0NRJxcn If the issue remains, meet up with us in DM. https://t.co/GDrqU22YpT",2,,,,,,,,,golden
gold_176,customer_245531,245531,541132,2017-12-02 06:01:39+00:00,@230273 @AppleSupport Thanks!,Thanks!,"@245531 Thank you for reaching out. If your device with iOS 11 unexpectedly restarts repeatedly on or after December 2, 2017, this article will walk you through a solution:
https://t.co/osZOKKTalm
As with any update, we also recommend backing up your iPhone first.",3,,,,,,,,,golden
gold_177,customer_554475,554475,1852843,2017-10-19 02:20:51+00:00,@AppleSupport Crickets.......,Crickets.......,@554475 Thanks for confirming. We'd like some additional details to help out with your battery. Send us a DM and we'll continue. https://t.co/GDrqU22YpT,2,,,,,,,,,golden
gold_178,customer_691752,691752,2404972,2017-11-14 20:09:23+00:00,@AppleSupport 11.1.1,11.1.1,"@691752 Very good. Let's take a look under ""If your songs appear in light gray text"" in the following resource: https://t.co/EdSTvsBHD0

If you're still having issues, let us know via DM. https://t.co/GDrqU22YpT",2,,,,,,,,,golden
gold_179,customer_334916,334916,905288,2017-10-10 15:40:54+00:00,@AppleSupport Yes https://t.co/UbYPiMkkaJ,Yes,"@334916 Thank you for that screenshot. In DM, please let us know if you've recently signed out of your Apple ID. https://t.co/GDrqU22YpT",3,,,,,,,,,golden
gold_180,customer_389524,389524,1145169,2017-10-24 13:33:03+00:00,@AppleSupport iOS 11.0.3,iOS 11.0.3,"@389524 Got it, thanks. So that we can explore the best options for your region, DM which country you’re messaging us from. https://t.co/GDrqU22YpT",3,,,,,,,,,golden
gold_181,customer_660524,660524,2269971,2017-11-26 16:10:45+00:00,@AppleSupport Thank you,Thank you,@660524 You're welcome and please feel free to reach back out if we can be of any further assistance!,3,,,,,,,,,golden
gold_182,customer_332809,332809,1003887,2017-10-15 09:51:28+00:00,@AppleSupport 5s 11.0.1,5s 11.0.1,"@332809 We've recently released iOS 11.0.3. Try updating to this version, then let us know in DM if the issue still persists. https://t.co/GDrqU22YpT",3,,,,,,,,,golden
gold_183,customer_511025,511025,2440873,2017-11-14 22:37:58+00:00,@AppleSupport help? https://t.co/RWShLGKIei,help?,@511025 We're happy to look into this with you. DM us so we can better assist you: https://t.co/GDrqU22YpT,3,,,,,,,,,golden
gold_184,customer_178422,178422,1420145,2017-11-02 02:04:47+00:00,@AppleSupport iOS 11,iOS 11,"@178422 Thanks for keeping your device updated. iOS 11.1 is the current version. For these next steps, let's work together in DM. https://t.co/GDrqU22YpT",3,,,,,,,,,golden
gold_185,customer_662743,662743,2279585,2017-11-20 15:10:28+00:00,@AppleSupport I’ve created!,I’ve created!,@662743 Thanks for that info. Let's look into this futher. Meet us in DM and we'll continue. https://t.co/GDrqU22YpT,3,,,,,,,,,golden
gold_186,customer_495788,495788,1616759,2017-11-05 02:42:33+00:00,@AppleSupport ????????😱 https://t.co/L4jSyp6p9v,????????😱,@495788 We want to look deeper into this with you. Here's a link to DM us. https://t.co/GDrqU22YpT,3,,,,,,,,,golden
gold_187,customer_436864,436864,1359128,2017-10-27 21:57:30+00:00,@AppleSupport 11.0.3,11.0.3,@436864 This is not expected behavior and we want to look into this with you. DM us which iPhone and what other steps you have tried. https://t.co/GDrqU22YpT,2,,,,,,,,,golden
gold_188,customer_162157,162157,2227082,2017-10-19 17:47:50+00:00,@AppleSupport iOS 11.0.3,iOS 11.0.3,@162157 Great. Let's chat more in DM. Meet up with us here: https://t.co/GDrqU22YpT,3,,,,,,,,,golden
gold_189,customer_818411,818411,2966567,2017-11-29 23:24:13+00:00,@AppleSupport No,No,@818411 Let's move to DM and we can take a closer look. https://t.co/GDrqU22YpT,2,,,,,,,,,golden
gold_190,customer_159750,159750,186216,2017-10-04 12:52:15+00:00,@AppleSupport Yes.,Yes.,@159750 Awesome! Thank you for letting us know. Could you tell us a little more about the behavior(s) you're experiencing?,2,,,,,,,,,golden
gold_191,customer_677409,677409,2341901,2017-11-13 09:46:16+00:00,"@AppleSupport My iPhone 7 Plus keeps freezing after the iOS 11 update, I can only use physical buttons and not the screen - takes about a minute before iPhone responds again - when will this be resolved?","My iPhone 7 Plus keeps freezing after the iOS 11 update, I can only use physical buttons and not the screen - takes about a minute before iPhone responds again - when will this be resolved?",@677409 We want to be sure you can use your iPhone without any issues. We can definitely look into this with you. Which iOS 11 version are you running? You can go to Settings &gt; General &gt; About to locate the version.,37,,,,,,,,,golden
gold_192,customer_425618,425618,2295252,2017-11-11 23:14:01+00:00,@AppleSupport AppleWatch (S1): Is corrosion of the housing bottom normal? Start from the letters.,AppleWatch (S1): Is corrosion of the housing bottom normal? Start from the letters.,"@425618 That definitely isn't normal and we should have your Apple Watch inspected. To start, please send us a Direct Message and tell us what country you're in. https://t.co/GDrqU22YpT",14,,,,,,,,,golden
gold_193,customer_200634,200634,356448,2017-10-08 07:40:51+00:00,@115858 with the 128 gb iPhone &amp; iCloud storage available. Why am I unable to see my call logs even from the last week? Incredible limitations! In all your so many software updates you send try to help us out in this one,with the 128 gb iPhone &amp; iCloud storage available. Why am I unable to see my call logs even from the last week? Incredible limitations! In all your so many software updates you send try to help us out in this one,"@200634 Thanks for reaching out. Did your call log disappear after a specific event such as an update, restore, changing the Apple ID?",43,,,,,,,,,golden
gold_194,customer_461218,461218,1470089,2017-11-03 07:38:08+00:00,@AppleSupport I spend so much time just waiting for it to work out how to do what it’s been asked to do.,I spend so much time just waiting for it to work out how to do what it’s been asked to do.,@461218 Let's see if we can figure out how to best assist. DM us and we'll continue there. https://t.co/GDrqU22YpT,22,,,,,,,,,golden
gold_195,customer_206972,206972,384057,2017-10-06 13:52:02+00:00,@AppleSupport This is the error that shows after I run first aid. Please assist urgently @AppleSupport https://t.co/NLQdC4kLZN,This is the error that shows after I run first aid. Please assist urgently,@206972 We’re here to address the issues you're experiencing. Let's team up in Direct Message using the link below to continue. https://t.co/GDrqU22YpT,17,,,,,,,,,golden
gold_196,customer_448324,448324,1412861,2017-10-16 17:58:29+00:00,@AppleSupport - contacts I’m calling do receive the call but when they answer there is no sound,- contacts I’m calling do receive the call but when they answer there is no sound,@448324 Thank you for these details. Have you tried placing the call on loudspeaker or use headphones?,17,,,,,,,,,golden
gold_197,customer_778563,778563,2789222,2017-11-21 19:36:44+00:00,thanks @115858 my iphone X arrived in the mail today over three weeks early!! now how do i use this new piece of tech?,thanks my iphone X arrived in the mail today over three weeks early!! now how do i use this new piece of tech?,"@778563 Congratulations! We're so excited for you to start using your new iPhone X. For information on setting up your new device, please check out this article: https://t.co/fwtrcBcoTC",24,,,,,,,,,golden
gold_198,customer_246874,246874,2639713,2017-11-17 20:05:56+00:00,@AppleSupport hi. I got a red 1 in General settings and yet my iPad Air 2 tells me that iOS 11.1.1 is up to date. How to update to 11.1.2?,hi. I got a red 1 in General settings and yet my iPad Air 2 tells me that iOS 11.1.1 is up to date. How to update to 11.1.2?,"@246874 We want to make sure we get your iPhone up to date. So we've got the right steps in mind, if you go to Settings &gt; General, and scroll down, is there a Profiles section? If so, what's listed there?",30,,,,,,,,,golden
gold_199,customer_143653,143653,123685,2017-11-24 01:20:49+00:00,"@AppleSupport I use 2 iphone's 7+ as my phone &amp; a 6+ as backup as a Photographer.As a rule I NEVER update my IOS Never,last night put my 6+ on charge and it updated on its own,now I cant use it anymore as soon as I press the home button it goes to a white screen &amp; back here again https://t.co/CDhXDbCc41","I use 2 iphone's 7+ as my phone &amp; a 6+ as backup as a Photographer.As a rule I NEVER update my IOS Never,last night put my 6+ on charge and it updated on its own,now I cant use it anymore as soon as I press the home button it goes to a white screen &amp; back here again",@143653 We understand the importance of having your iPhone 6 Plus as a backup for taking photos. Send us a DM and we'll work together towards a solution! https://t.co/GDrqU22YpT,61,,,,,,,,,golden
gold_200,customer_580527,580527,1956089,2017-10-30 17:04:54+00:00,Swear Apple fucks up these phones on purpose when a new phone comes out to make me buy it. Why my home button and Touch ID not work @115858,Swear Apple fucks up these phones on purpose when a new phone comes out to make me buy it. Why my home button and Touch ID not work,@580527 We want to look into this with you. DM us using the link below and let us know details of what's happening with your iPhone. https://t.co/GDrqU22YpT,29,,,,,,,,,golden
