example_id,tweet_id,customer_text,next_agent_response,gold_intent,gold_action,gold_reason,model_intent,model_confidence,evidence_level,top_similarity,model_action,model_reason,model_reply,evidence_count,top_evidence_customer,top_evidence_response
gold_143,513626,@AppleSupport All the networks,@238220 Understood. Try the steps in this link and let us know how it goes: https://t.co/sXbhzfS2lM,connectivity_calls,escalate,"Wi-Fi, Bluetooth, cellular, network, or calling issue.",hardware_device,0.5658,strong,0.5956,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport All.,"@804171 When you got your new iPhone 8, did you restore it from a backup you made of a previous iPhone? DM us and let us know. https://t.co/GDrqU22YpT"
gold_144,243331,@173788 @115858 I have same this problem😤,@173787 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can help you there. https://t.co/GDrqU22YpT,other,escalate,Insufficient context or a general/novel issue.,hardware_device,0.2203,strong,0.5048,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@681221 @134114 @AppleSupport I have a same problem,@287497 That should not be happening. We'd be happy to help. Let's move over to DM to continue looking into this. Let us know your iOS version. You can check for that in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT
gold_145,1625367,"@AppleSupport i’m up to date, using 11.1","@497756 So we can gather more details, can you message us in DM? https://t.co/GDrqU22YpT",software_update,escalate,Issue is directly related to an operating-system update or version.,hardware_device,0.6739,strong,0.6673,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport I’m up to date on 11.0.3,"@370413 Thanks. Are notifications not working at all, or is this for specific apps? Review our link here: https://t.co/E7sMv2aXe6"
gold_146,356794,telefonum hala bana gelmemesi @AppleSupport,@200719 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,purchases_billing,escalate,"Purchase, subscription, payment, refund, or billing issue.",hardware_device,1.0,strong,0.6444,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@314069 @AppleSupport @115858 Hala denetim merkezinden hücreseli açamıyorum batu ağlıcam..,@315373 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
gold_149,1993414,@AppleSupport Like so ^,@589939 Thanks for bringing this to our attention. Which device and software version are you using? Click here and join us in DM: https://t.co/GDrqU22YpT,other,escalate,Insufficient context or a general/novel issue.,hardware_device,0.7156,moderate,0.4479,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,"@AppleSupport like, folks... https://t.co/k78ngtYaUR",@517714 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
gold_150,103148,@AppleSupport Omg yesss thank you !!!!,@138689 You're very welcome. Please let us know if you have any additional questions. We're happy to help. Have a great evening!,other,auto_handle,Insufficient context or a general/novel issue.,hardware_device,0.7874,strong,0.6261,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Omg SEE,@477027 We want to help. Try the steps in this article: https://t.co/xU1AGHStV6 Then DM us if you still need us. https://t.co/GDrqU22YpT
gold_152,1614437,@AppleSupport Yes I did thank you,@495208 You're most welcome. Let us know if you have any other questions!,other,auto_handle,Insufficient context or a general/novel issue.,hardware_device,0.8645,strong,0.8415,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Yes i did,@330326 Got it. Does the word unknown appear as the Caller ID or is it just showing the phone number? DM the answer. https://t.co/GDrqU22YpT
gold_153,119522,Why the website doesn’t work?! @115858 @AppleSupport,@142518 Hi there. Which site are you trying to visit? Have you tried a different browser? Let us know.,apps_services,auto_handle,Application or Apple service functionality issue.,hardware_device,0.4702,moderate,0.371,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@115858 Hey. Why the fuck doesn’t “I️” work? 👀,@513889 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz
gold_154,1967078,What sorcery is this @115858 @AppleSupport ?!,@582927 We'd like to look into this with you. DM us including the device you have and the iOS version installed. We'll go from there. https://t.co/GDrqU22YpT,other,escalate,Insufficient context or a general/novel issue.,hardware_device,0.7354,strong,0.6675,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport what sorcery is this??? https://t.co/7TJWBAz59A,"@787543 Let's put our heads together to see if we can find out. Send us a DM with the link below and let us now which iPhone model you have and it's iOS version. Tell us about when it started and whether you have a case or screen protector on your iPhone, too. https://t.co/GDrqU22YpT"
gold_155,2024949,@AppleSupport wtf is this shit ⬆️,@598843 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,keyboard_input,auto_handle,"Keyboard, typing, or autocorrect issue.",hardware_device,0.7945,strong,0.7573,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,Bro @AppleSupport wtf is this “ I️ “ shit,@467485 Let's take a look into this together. Which device and OS are we working with? Let us know in DM. https://t.co/GDrqU22YpT
gold_156,2067745,@115858  dont worry i fixed it,@611469 We're glad to see that you've got it covered! This article has great info on taking screenshots: https://t.co/iQkc2ZuaLN,other,auto_handle,Insufficient context or a general/novel issue.,hardware_device,0.2473,moderate,0.4404,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@115858 WAIT I️ FIXED IT,"@672983 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. Follow the steps here: https://t.co/80YRnjDFDk"
gold_157,2138894,@AppleSupport Dose this mean jailbreck,"@671655 Can you please elaborate more on your question so that we can better support you? For example, can you tell us what you mean by jailbreak? Is your phone broken? If so, can you please tell us what is not working for you?",other,escalate,Insufficient context or a general/novel issue.,hardware_device,0.7348,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Dose this mean jailbreck,"@671655 Can you please elaborate more on your question so that we can better support you? For example, can you tell us what you mean by jailbreak? Is your phone broken? If so, can you please tell us what is not working for you?"
gold_158,2309072,@AppleSupport it still doesn’t work,@669746 We'd like to request additional information. Please meet us in DM. https://t.co/GDrqU22YpT,other,escalate,Insufficient context or a general/novel issue.,hardware_device,0.6434,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport it still doesn’t work,@669746 We'd like to request additional information. Please meet us in DM. https://t.co/GDrqU22YpT
gold_159,98873,My iPhone screen is broken @AppleSupport,@137645 We are here to help. DM us your current country and we can take a look at this. https://t.co/GDrqU22YpT,repair_support,escalate,Repair/service or physical device issue requires service handling.,hardware_device,0.7923,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,My iPhone screen is broken @AppleSupport,@137645 We are here to help. DM us your current country and we can take a look at this. https://t.co/GDrqU22YpT
gold_160,2847505,@AppleSupport Everything Is Up To Date,"@791931 Thanks for clarifying. From here, we'd like to take a closer look into this in DM. Send us a message and we'll follow up there. https://t.co/GDrqU22YpT",software_update,escalate,Issue is directly related to an operating-system update or version.,hardware_device,0.683,strong,0.5968,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,"@AppleSupport I️ have the iPhone 8, and yes everything is up to date.",@170495 Thanks for letting us know. We'd like to take a closer look at what's happening via DM. Reach out to us via the following link: https://t.co/GDrqU22YpT
gold_163,1481915,@115858 fix this shit https://t.co/v2KifA473q,@464094 We're here to help. Are you using iOS 11.1? Let's meet in DM and we'll go from there. https://t.co/GDrqU22YpT,software_update,escalate,Issue is directly related to an operating-system update or version.,keyboard_input,0.3352,strong,1.0,escalate,Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@115858 FIX THIS SHIT https://t.co/JCsc5aXFLm,@352094 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT
gold_164,919211,FML @AppleSupport help me https://t.co/t8LnITLn75,@338214 We want to help. Meet us in DM and we'll work towards a solution together. https://t.co/GDrqU2kzhr,other,escalate,Insufficient context or a general/novel issue.,hardware_device,0.8447,strong,0.7802,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@115858 @AppleSupport help me!!! https://t.co/UKY0ebnVBG,@446719 We're here to help you. Have you tried the steps here? https://t.co/sf0JEbUJVS Let us know if this helps.
gold_168,1327435,@AppleSupport iPhone 7 Plus 11.1.2,@429710 Thanks for that. Let's see what we can do to further assist. DM us and we'll continue from there. https://t.co/GDrqU22YpT,software_update,escalate,Issue is directly related to an operating-system update or version.,hardware_device,0.7586,strong,0.7028,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport iPhone 7 Plus,@781291 Has it been updated recently? What iOS version is running? Are you able to get past the lock screen?
gold_171,1145079,@AppleSupport 11.0.1,@389493 Thanks for providing that for us. Let's get your device on the latest update which is 11.0.3: https://t.co/80YRnjDFDk,software_update,auto_handle,Issue is directly related to an operating-system update or version.,hardware_device,0.9493,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport 11.0.2,"@777952 Let's get your software up-to-date to see if the issue persists. Remember to create a backup first. You can find instructions here: https://t.co/80YRnjDFDk If you still have the issue afterward, let us in DM using the link below. https://t.co/GDrqU22YpT"
gold_172,1747343,@AppleSupport ????????? https://t.co/PzaL5Teqpo,@526753 We'd love to help. Which version of OS do you currently have installed? The version can be found in About This Mac.,software_update,auto_handle,Issue is directly related to an operating-system update or version.,hardware_device,0.9599,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport https://t.co/qxuTzjxTEM,"@656914 Okay, that's good to know. Let's continue working on this in DM. Send us one as soon as you get the chance, and we'll take it from there. https://t.co/GDrqU22YpT"
gold_173,864872,@AppleSupport 11.0.2,@325403 Thank you. Which iPhone are you currently using? Let us know in DM. https://t.co/GDrqU22YpT,software_update,auto_handle,Issue is directly related to an operating-system update or version.,hardware_device,0.9493,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport 11.0.2,"@777952 Let's get your software up-to-date to see if the issue persists. Remember to create a backup first. You can find instructions here: https://t.co/80YRnjDFDk If you still have the issue afterward, let us in DM using the link below. https://t.co/GDrqU22YpT"
gold_175,488010,@AppleSupport No,"@231163 Since the behavior only occurs while using Twitter, let's have you try all the steps outlined in this support article: https://t.co/fUZ0NRJxcn If the issue remains, meet up with us in DM. https://t.co/GDrqU22YpT",apps_services,escalate,Application or Apple service functionality issue.,hardware_device,0.9363,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport No,@411122 Let's look deeper into this issue. Send us a DM and we'll get started. https://t.co/GDrqU22YpT
gold_176,541132,@230273 @AppleSupport Thanks!,"@245531 Thank you for reaching out. If your device with iOS 11 unexpectedly restarts repeatedly on or after December 2, 2017, this article will walk you through a solution:
https://t.co/osZOKKTalm
As with any update, we also recommend backing up your iPhone first.",software_update,escalate,Issue is directly related to an operating-system update or version.,hardware_device,0.9305,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Thanks 👌🏻✨,@678704 You're most welcome!
gold_177,1852843,@AppleSupport Crickets.......,@554475 Thanks for confirming. We'd like some additional details to help out with your battery. Send us a DM and we'll continue. https://t.co/GDrqU22YpT,battery_charging,escalate,"Battery, charging, or battery-life issue.",hardware_device,1.0,moderate,0.3715,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,2,@505818 I asked @116333 why ios 11 is killing my battery. Also crickets....,@265778 We'd like to look into this with you. DM us details and we'll continue there. https://t.co/GDrqU22YpT
gold_178,2404972,@AppleSupport 11.1.1,"@691752 Very good. Let's take a look under ""If your songs appear in light gray text"" in the following resource: https://t.co/EdSTvsBHD0

If you're still having issues, let us know via DM. https://t.co/GDrqU22YpT",apps_services,auto_handle,Application or Apple service functionality issue.,hardware_device,0.9493,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport 11.0.2,"@777952 Let's get your software up-to-date to see if the issue persists. Remember to create a backup first. You can find instructions here: https://t.co/80YRnjDFDk If you still have the issue afterward, let us in DM using the link below. https://t.co/GDrqU22YpT"
gold_179,905288,@AppleSupport Yes https://t.co/UbYPiMkkaJ,"@334916 Thank you for that screenshot. In DM, please let us know if you've recently signed out of your Apple ID. https://t.co/GDrqU22YpT",account_icloud,escalate,"Apple ID, iCloud, authentication, or account-security issue.",hardware_device,0.9551,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Yes. https://t.co/IGrAXL62zQ,"@367714 OK, perfect. Please toggle that off, then back on, test to see if the issue remains. If so, please DM us and we'll continue there. https://t.co/GDrqU22YpT"
gold_181,2269971,@AppleSupport Thank you,@660524 You're welcome and please feel free to reach back out if we can be of any further assistance!,other,auto_handle,Insufficient context or a general/novel issue.,hardware_device,0.8863,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Thank you,@483414 You're welcome. Feel free to reach out if you have a question or concern in the future. We're here for you. Enjoy the weekend!
gold_182,1003887,@AppleSupport 5s 11.0.1,"@332809 We've recently released iOS 11.0.3. Try updating to this version, then let us know in DM if the issue still persists. https://t.co/GDrqU22YpT",software_update,auto_handle,Issue is directly related to an operating-system update or version.,hardware_device,0.765,strong,0.9109,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport 5s,@324196 Have you tried restarting the device and checking again? Here’s how: https://t.co/d59djUbfjV Send us a DM with further questions. https://t.co/GDrqU22YpT
gold_183,2440873,@AppleSupport help? https://t.co/RWShLGKIei,@511025 We're happy to look into this with you. DM us so we can better assist you: https://t.co/GDrqU22YpT,other,escalate,Insufficient context or a general/novel issue.,hardware_device,0.9223,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport help https://t.co/JH4hAtPtNR,"@260537 Thank you for reaching out to us. To start, what device model are you using and what issue(s) are you experiencing exactly?"
gold_185,2279585,@AppleSupport I’ve created!,@662743 Thanks for that info. Let's look into this futher. Meet us in DM and we'll continue. https://t.co/GDrqU22YpT,other,escalate,Insufficient context or a general/novel issue.,hardware_device,0.6773,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport I’ve created!,@662743 Thanks for that info. Let's look into this futher. Meet us in DM and we'll continue. https://t.co/GDrqU22YpT
gold_186,1616759,@AppleSupport ????????😱 https://t.co/L4jSyp6p9v,@495788 We want to look deeper into this with you. Here's a link to DM us. https://t.co/GDrqU22YpT,other,escalate,Insufficient context or a general/novel issue.,hardware_device,0.9599,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport https://t.co/qxuTzjxTEM,"@656914 Okay, that's good to know. Let's continue working on this in DM. Send us one as soon as you get the chance, and we'll take it from there. https://t.co/GDrqU22YpT"
gold_187,1359128,@AppleSupport 11.0.3,@436864 This is not expected behavior and we want to look into this with you. DM us which iPhone and what other steps you have tried. https://t.co/GDrqU22YpT,software_update,escalate,Issue is directly related to an operating-system update or version.,hardware_device,0.9493,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport 11.0.2,"@777952 Let's get your software up-to-date to see if the issue persists. Remember to create a backup first. You can find instructions here: https://t.co/80YRnjDFDk If you still have the issue afterward, let us in DM using the link below. https://t.co/GDrqU22YpT"
gold_189,2966567,@AppleSupport No,@818411 Let's move to DM and we can take a closer look. https://t.co/GDrqU22YpT,other,escalate,Insufficient context or a general/novel issue.,hardware_device,0.9363,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport No,@411122 Let's look deeper into this issue. Send us a DM and we'll get started. https://t.co/GDrqU22YpT
gold_190,186216,@AppleSupport Yes.,@159750 Awesome! Thank you for letting us know. Could you tell us a little more about the behavior(s) you're experiencing?,other,escalate,Insufficient context or a general/novel issue.,hardware_device,0.9462,strong,1.0,escalate,The 'hardware_device' intent is designated as high-risk and requires human review.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,3,@AppleSupport Yes.,@547101 OK and what version of software is the device currently running? (Settings &gt; General &gt; About)
gold_192,2295252,@AppleSupport AppleWatch (S1): Is corrosion of the housing bottom normal? Start from the letters.,"@425618 That definitely isn't normal and we should have your Apple Watch inspected. To start, please send us a Direct Message and tell us what country you're in. https://t.co/GDrqU22YpT",repair_support,escalate,Repair/service or physical device issue requires service handling.,hardware_device,0.3676,weak,0.2414,escalate,The 'hardware_device' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,2,@AppleSupport I gotta start from the top and I can’t fix words in the middle of anything.,"@277908 Just to confirm, when you're using Notes, you're unable to tap on the display and start at any point, is that correct?"
gold_193,356448,@115858 with the 128 gb iPhone &amp; iCloud storage available. Why am I unable to see my call logs even from the last week? Incredible limitations! In all your so many software updates you send try to help us out in this one,"@200634 Thanks for reaching out. Did your call log disappear after a specific event such as an update, restore, changing the Apple ID?",messaging,escalate,"Messages, SMS, iMessage, or voicemail communication issue.",account_icloud,0.3751,none,0.0,escalate,The 'account_icloud' intent is designated as high-risk and requires human review. Intent classification confidence is below the safe handling threshold. There is insufficient historical resolution evidence for a grounded reply.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,,
gold_197,2789222,thanks @115858 my iphone X arrived in the mail today over three weeks early!! now how do i use this new piece of tech?,"@778563 Congratulations! We're so excited for you to start using your new iPhone X. For information on setting up your new device, please check out this article: https://t.co/fwtrcBcoTC",hardware_device,auto_handle,General device hardware or device-function problem.,apps_services,0.2766,strong,0.4778,escalate,Intent classification confidence is below the safe handling threshold.,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,2,@AppleSupport Phone just arrived in the mail today,@532995 Okay. Let us help you get to enjoying your new iPhone as expected. DM us so we can better assist you: https://t.co/GDrqU22YpT
