example_id,tweet_id,customer_text,gold_intent,model_intent,model_confidence,evidence_level,top_similarity,top_evidence_customer,top_evidence_response,model_action,model_reply,evidence_exists,overlap_ratio,intent_keyword_matches,intent_grounded,historical_grounding,strong_evidence_candidate,review_priority
gold_109,1961471,I mean @115858 I was going to get a new iPhone eventually anyway but holy shit why you gotta KILL my iPhone 6plus wi this update?! 😔😔😔,software_update,software_update,0.5861,weak,0.2267,You gotta type it as “i” so that “I️” doesn’t happen... stupid @115858 why you gotta make typing “i” so complicating now?!,"@784328 We've got a solution for that. Which version of iOS are you using? You can check at Settings &gt; General &gt; About. If you aren't on iOS 11.1.1, backup with these steps: https://t.co/4f8hwT5to6, then update and let us know in DM if that still happens. https://t.co/GDrqU22YpT",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,0.1667,update,1,0,0,high
gold_110,1618260,@AppleSupport Why is I️t that every time I️ type the letter “I️” my keyboard changes I️t to some weird question mark box 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,keyboard_input,keyboard_input,0.9792,strong,0.4811,@AppleSupport why is it that every time i️ type the letter “i️” it shows the letter “A” and a question mark.,@595726 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,auto_handle,Thanks for reaching out. We'd like to help with the keyboard issue. Please let us know which device and iOS version you're using and describe what happens when you type.,1,0.6154,"type, keyboard",1,1,1,low
gold_111,2267290,@AppleSupport This for starters. Add random freezes and the screen turns off. Then it reboots. It’s a 2014 13”. I have installed Sierra on it now. https://t.co/i4oaLE8aA4,software_update,hardware_device,0.7576,none,0.0,,,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,0.0,screen,1,0,0,high
gold_112,2534841,@AppleSupport I keep getting a “try another Apple ID” error when trying to login after restoring my phone to factory resets. I’m sure it is correct though. Can you help me with this?,account_icloud,account_icloud,0.598,weak,0.2304,@AppleSupport Can you help with this?,"@356797 Yes, we can. Can you tell us which iOS version you are currently using please?",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,0.1111,"login, apple",1,0,0,high
gold_113,2780646,@115858 needs to fix this whole I️ thing ASAP 🤦‍♀️,keyboard_input,keyboard_input,0.3207,strong,1.0,@115858 needs to fix this whole I️ thing ASAP 🤦‍♀️,"@776608 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,,0,1,1,low
gold_114,2288466,"@AppleSupport @115858 I picked up my new leather folio from #AppleStoreRidgedale this week and this is what the logo looks like inside☹️ #Crooked I would return it, but the nearest #AppleStore is 150 miles away. For $99 I would expect a little more... #Disappointed https://t.co/MmMXoS1XfP",hardware_device,hardware_device,0.2682,weak,0.2402,"@AppleSupport I’ve had my iPhone X leather folio case for 3 weeks and it is already falling apart. For £99 I expect much better build quality, especially from an Apple product. https://t.co/Oxw5FuL0c6",@429704 Let's look into this together. Please DM us with details about where you purchased the case and we will go from there. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,0.2083,,0,0,0,high
gold_115,2301169,@AppleSupport Do it again I️ didn’t get it,keyboard_input,hardware_device,0.5521,weak,0.2727,@AppleSupport How can I do it?,@550404 Sorry for any confusion! What is the exact iOS version running on your iPhone? Send us a DM by clicking on the link below: https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,0.3333,,0,0,0,high
gold_116,2130282,Hey @AppleSupport we need to talk because my macbook just gave up on life IN THE MIDDLE OF EXAM WEEKS sos ☠️,hardware_device,hardware_device,0.2295,strong,1.0,Hey @AppleSupport we need to talk because my macbook just gave up on life IN THE MIDDLE OF EXAM WEEKS sos ☠️,@627017 We'll do everything we can to help you. Please reach out to us via DM and we can go from there together. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,,0,1,1,low
gold_117,1363212,"@115858 Señores Apple la versión iOS 11 viene con muchos problemas, se des configura el teléfono, se cierra las ventanas, se calienta la batería",software_update,software_update,0.8172,moderate,0.3451,Desde que actualice el fono a IOS 11.1 la batería se va más rápido y se calienta ene 🧐 @115858,@488590 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.25,ios,1,1,0,medium
gold_118,2021214,"20 minutes ago my phone was at 100%, now it’s at 24% (oh 18% now) and I was only on snapchat @115858 https://t.co/tWjFxsHgrJ",battery_charging,battery_charging,0.2138,moderate,0.3341,@115858 my phone was at 100% at 11a.m and now it’s on 1% and it’s only 2pm please help,@641927 We'd love to help with your battery. What is your iPhone model and the current software version installed? Let us know to continue.,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.625,,0,1,0,medium
gold_119,2069064,Don’t like how the battery drains on my #iPhone7Plus after the #ios11update Do something about it @AppleSupport,battery_charging,battery_charging,0.9014,weak,0.2772,@AppleSupport.. battery performance has degraded after #ios11update .. either take us back to ios 10 or do something about it..😡😡,@754101 Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,0.6,"battery, drain",1,0,0,high
gold_120,289130,@AppleSupport updated my 7 Plus to 11.0.1 and updated watch to 4.0 and I no longer get the app image on my notifications just generic image https://t.co/bTNFgsyCcX,messaging,software_update,0.7961,moderate,0.354,@AppleSupport I’m updated to 11.3 on my 7 plus.,"@402236 Thank you for those details. In DM, let us know when this happens (while switching apps, while using a particular app, etc.) https://t.co/GDrqU22YpT",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.2727,update,1,1,0,medium
gold_121,2065050,@610676 @115858 My 6S Plus has been terrible since I installed. Choppy. Buggy. Terrible battery life.,software_update,battery_charging,0.9552,weak,0.2991,iOS 11 has been horrible for me. Battery life has been terrible. Even after 11.1. 🤦🏽‍♂️🤦🏽‍♂️ Help @AppleSupport,"@453719 We want you to enjoy the update. We'll help with the battery life. First, try the suggestions here:: https://t.co/bivpdfBNJ6",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,0.3636,battery,1,0,0,high
gold_122,2520726,@AppleSupport IM ABOUT TO GET AN ANDROID THIS IS RIDICULOUS,connectivity_calls,hardware_device,0.2751,strong,1.0,@AppleSupport IM ABOUT TO GET AN ANDROID THIS IS RIDICULOUS,"@717980 We understand how important it is to see your calls coming through, so we’d like to help. Let us know in DM if Do Not Disturb is enabled in Settings &gt; Do Not Disturb. https://t.co/GDrqU22YpT",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,,0,1,1,low
gold_123,1953089,@AppleSupport Noooo. You know it’s the new update. Enough people have complained.,battery_charging,software_update,0.8082,strong,1.0,@AppleSupport Noooo. You know it’s the new update. Enough people have complained.,@579887 How many times do you charge your device in a day? Which version of iOS 11 are you using? Let us know via DM. https://t.co/GDrqU22YpT,auto_handle,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,1,1.0,update,1,1,1,low
gold_124,2113912,@115858 please fix the glitch on the iPhone. I am sick of question mark boxes!,keyboard_input,keyboard_input,0.3019,strong,1.0,@115858 please fix the glitch on the iPhone. I am sick of question mark boxes!,@623263 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,,0,1,1,low
gold_125,1000010,@AppleSupport Does this mean I don’t have to back my old phone up?,other,hardware_device,0.3287,moderate,0.341,@AppleSupport What does this mean https://t.co/6oI0Ij8OuY,@324682 Let's look into this further over DM. Please message us there: https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.4286,phone,1,1,0,medium
gold_126,2309868,@AppleSupport nothing appears on my screen after i finished doing the touch ID,hardware_device,hardware_device,0.8128,strong,1.0,@AppleSupport nothing appears on my screen after i finished doing the touch ID,@669928 Are you on Wi-Fi or cellular data? Does it work if you disable Touch ID for the app store and use your password?,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,screen,1,1,1,low
gold_127,2187686,"@AppleSupport  you butchered the only voicemail I have from my mom as she has passed away, can you fix this? https://t.co/HqjBUlVgpF",messaging,hardware_device,0.4451,strong,1.0,"@AppleSupport you butchered the only voicemail I have from my mom as she has passed away, can you fix this? https://t.co/HqjBUlVgpF",@640622 We're sorry to hear that. Let's have a look at this. Please DM us. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,,0,1,1,low
gold_128,94826,"@AppleSupport It freezes often, probably 5 or 6 times a day",hardware_device,hardware_device,0.6024,weak,0.2711,@AppleSupport It’s a 7+,@310164 We'd be happy to look into this with you! Please DM your location so we know what your support options are. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,0.2,,0,0,0,high
gold_129,1211217,2 hours of my life online with @115858 and I still have a broken phone #neverusetheonlinechat,repair_support,battery_charging,0.3104,weak,0.2327,Mac High Sierra OS upgrade. Five hours of my life I won't get again.... @115858 @AppleSupport 😠 https://t.co/HjzcHEk9QU,"@767535 We're here for you. Send us a DM, and we'll take a closer look at your Mac together there. https://t.co/GDrqU22YpT",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,0.3333,,0,0,0,high
gold_130,245361,"excel file direct in excel and save back to its location, instead we get option to copy in excel, that need more work @AppleSupport 2/2",apps_services,hardware_device,0.2004,strong,1.0,"excel file direct in excel and save back to its location, instead we get option to copy in excel, that need more work @AppleSupport 2/2","@174256 Thanks for reaching out. When you have the time, submit feedback to us about those features here: https://t.co/eTPVYVFyd8",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,,0,1,1,low
gold_131,1170816,@AppleSupport We got our Apple TV 4k on Friday &amp; have had this issue almost every time we try to use it...any insight? https://t.co/ErdNkSGQ6b,apps_services,hardware_device,0.3826,strong,1.0,@AppleSupport We got our Apple TV 4k on Friday &amp; have had this issue almost every time we try to use it...any insight? https://t.co/ErdNkSGQ6b,@395363 Let's get you pointed in the right direction. Reach out to our Apple TV experts here: https://t.co/IBIY3vMgPj,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,,0,1,1,low
gold_132,1852398,Can I sue @115858 for making my battery die with their updates... I mean why don’t you care about us?? 😂,battery_charging,battery_charging,0.6062,weak,0.2648,Thanks @115858 for making my phone practically useless. #iOShite,@615764 Send over some more details about what's happening with your iPhone. We'll be happy to work through the issues you're seeing. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,0.2222,battery,1,0,0,high
gold_133,817684,@AppleSupport nothing happens .. i log in to my account and nothing happens.. like it doesnt download,account_icloud,account_icloud,0.8972,moderate,0.44,@AppleSupport Nothing happens. iOS11.1.2. iPhone 7.,"@138172 Thanks for letting us know. Let's have you try to restart the iPhone and then see if that issue persists. This can help: https://t.co/OWRDHWSt4h Let us know how that goes afterward. Also, check out this article about notifications: https://t.co/2txgOv5s2M https://t.co/GDrqU22YpT",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.4286,"apple, account",1,1,0,medium
gold_134,2349430,@AppleSupport The issue its happen with almost iphone after the up date 👎🏼 u can search by google whats the problem in the new up date,software_update,hardware_device,0.2434,weak,0.2732,"@AppleSupport guys since the up date after the release of iPhone 8 my iPhone 7 Plus is crazy, please fix the craziness! I gets blocked",@541786 We'll be happy to help. Can you DM us the exact version of iOS you are running and a little more on what's happening exactly? https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,0.3636,"iphone, phone",1,0,0,high
gold_135,2639706,"@AppleSupport Hello, my IPhone 7 (32gb) has been stuck in a permanent loop of restarting and crashing for hours and hasn't come back on at all. My volume down button is also stuck in and believe this to be causing the crashing. My phone is unrecognisable in ITunes, Help!",hardware_device,hardware_device,0.3401,strong,1.0,"@AppleSupport Hello, my IPhone 7 (32gb) has been stuck in a permanent loop of restarting and crashing for hours and hasn't come back on at all. My volume down button is also stuck in and believe this to be causing the crashing. My phone is unrecognisable in ITunes, Help!","@744967 Let's investigate this together. Prior to this starting, were you using an app, etc? Did you receive an alert or error message? Have you attempted a force restart: https://t.co/o7nB3pXfMv",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,"iphone, button, phone",1,1,1,low
gold_136,218928,@AppleSupport yet another bug! #iOS11Fail - WiFi and Bluetooth still enabled even though disabled in Control Centre https://t.co/TojlaAU5Ty,connectivity_calls,connectivity_calls,0.9541,moderate,0.3009,@115858 Found Bugs In IOS 11.0.3 Wifi And Bluetooth Option In Control centre do not turn off it It just disconnects from the Connected one,"@435779 Bluetooth/Wi-Fi in Control Center are working as expected. For more information, click here: https://t.co/G7BHuQnDS6",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.3077,"bluetooth, wifi",1,1,0,medium
gold_137,1752043,@AppleSupport Okay... Thank you... so I can just ignore the email?,account_icloud,hardware_device,0.5988,strong,0.6205,@AppleSupport Okay thank you so much,@668729 No problem. Feel free to reach out if you have any other questions.,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.5,,0,1,1,low
gold_138,2686672,@AppleSupport Tried iTunes restore and now it’s working fine. Thanks for the support.,other,hardware_device,0.4364,moderate,0.3696,@AppleSupport Now it’s Working,@202197 That's great! Please feel free to reach back out if you have any other issues.,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.375,,0,1,0,medium
gold_139,2918911,@AppleSupport Using one finger is fine. It’s the two finger keyboard gesture. iPad Pro 10.5 and iOS 11.1. Also has been an issue on iPad Air on every iOS version since iOS 10. No accessibility activations. Happens with factory reset device too.,keyboard_input,software_update,0.7413,strong,1.0,@AppleSupport Using one finger is fine. It’s the two finger keyboard gesture. iPad Pro 10.5 and iOS 11.1. Also has been an issue on iPad Air on every iOS version since iOS 10. No accessibility activations. Happens with factory reset device too.,@807890 We'd like to take a closer look into this. Send us a DM and we can start there. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,"version, ios",1,1,1,low
gold_140,683019,@AppleSupport You still have a fundamental bug with 11.0.2 on the 7 Plus re: uploading pics to text. Balks most of the time.,messaging,hardware_device,0.2581,strong,1.0,@AppleSupport You still have a fundamental bug with 11.0.2 on the 7 Plus re: uploading pics to text. Balks most of the time.,@231630 We'd love to see what you're experiencing. Please shoot us a DM and we can work together. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,,0,1,1,low
gold_141,2350806,seriously wtf @115858 !!!!! https://t.co/MXvLNdIsaM,other,apps_services,0.6335,strong,1.0,seriously wtf @115858 !!!!! https://t.co/MXvLNdIsaM,@679454 We can help out. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,,0,1,1,low
gold_142,1605509,@115858 PLEASE FIX THIS I️ I️,keyboard_input,keyboard_input,0.4314,strong,1.0,@115858 please fix this I️,"@714366 Hi there. We recently released iOS 11.1.1 to address this issue. If you haven't updated yet, you can learn how here: https://t.co/80YRnjDFDk If the issue persists, send us a DM so we can help there. https://t.co/GDrqU22YpT",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,,0,1,1,low
gold_143,513626,@AppleSupport All the networks,connectivity_calls,hardware_device,0.5658,strong,0.5956,@AppleSupport All.,"@804171 When you got your new iPhone 8, did you restore it from a backup you made of a previous iPhone? DM us and let us know. https://t.co/GDrqU22YpT",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.5,,0,1,1,low
gold_144,243331,@173788 @115858 I have same this problem😤,other,hardware_device,0.2203,strong,0.5048,@681221 @134114 @AppleSupport I have a same problem,@287497 That should not be happening. We'd be happy to help. Let's move over to DM to continue looking into this. Let us know your iOS version. You can check for that in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.4,,0,1,1,low
gold_145,1625367,"@AppleSupport i’m up to date, using 11.1",software_update,hardware_device,0.6739,strong,0.6673,@AppleSupport I’m up to date on 11.0.3,"@370413 Thanks. Are notifications not working at all, or is this for specific apps? Review our link here: https://t.co/E7sMv2aXe6",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.5,,0,1,1,low
gold_146,356794,telefonum hala bana gelmemesi @AppleSupport,purchases_billing,hardware_device,1.0,strong,0.6444,@314069 @AppleSupport @115858 Hala denetim merkezinden hücreseli açamıyorum batu ağlıcam..,@315373 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.4,,0,1,1,low
gold_147,1552171,"@AppleSupport Yeah, didn’t work. Software update?",software_update,software_update,0.9132,strong,1.0,"@AppleSupport Yeah, didn’t work. Software update?",@480274 We'd like to take a closer look. Please DM us your current iOS version and we'll go from there. https://t.co/GDrqU2kzhr,auto_handle,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,1,1.0,"update, software",1,1,1,low
gold_148,1057999,@AppleSupport Thanks I will the updates,software_update,software_update,0.3999,moderate,0.4105,@AppleSupport Thanks :),@393436 It is our pleasure. We hope you have a great day!,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.5,update,1,1,0,medium
gold_149,1993414,@AppleSupport Like so ^,other,hardware_device,0.7156,moderate,0.4479,"@AppleSupport like, folks... https://t.co/k78ngtYaUR",@517714 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,,0,1,0,medium
gold_150,103148,@AppleSupport Omg yesss thank you !!!!,other,hardware_device,0.7874,strong,0.6261,@AppleSupport Omg SEE,@477027 We want to help. Try the steps in this article: https://t.co/xU1AGHStV6 Then DM us if you still need us. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.3333,,0,1,1,low
gold_151,1596632,@AppleSupport I got the latest update,software_update,software_update,0.9389,strong,0.5737,@AppleSupport I got the iPhone 6s,@201082 Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,auto_handle,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,1,0.3333,update,1,1,1,low
gold_152,1614437,@AppleSupport Yes I did thank you,other,hardware_device,0.8645,strong,0.8415,@AppleSupport Yes i did,@330326 Got it. Does the word unknown appear as the Caller ID or is it just showing the phone number? DM the answer. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.5,,0,1,1,low
gold_153,119522,Why the website doesn’t work?! @115858 @AppleSupport,apps_services,hardware_device,0.4702,moderate,0.371,@115858 Hey. Why the fuck doesn’t “I️” work? 👀,@513889 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.6,,0,1,0,medium
gold_154,1967078,What sorcery is this @115858 @AppleSupport ?!,other,hardware_device,0.7354,strong,0.6675,@AppleSupport what sorcery is this??? https://t.co/7TJWBAz59A,"@787543 Let's put our heads together to see if we can find out. Send us a DM with the link below and let us now which iPhone model you have and it's iOS version. Tell us about when it started and whether you have a case or screen protector on your iPhone, too. https://t.co/GDrqU22YpT",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.6667,,0,1,1,low
gold_155,2024949,@AppleSupport wtf is this shit ⬆️,keyboard_input,hardware_device,0.7945,strong,0.7573,Bro @AppleSupport wtf is this “ I️ “ shit,@467485 Let's take a look into this together. Which device and OS are we working with? Let us know in DM. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,,0,1,1,low
gold_156,2067745,@115858  dont worry i fixed it,other,hardware_device,0.2473,moderate,0.4404,@115858 WAIT I️ FIXED IT,"@672983 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. Follow the steps here: https://t.co/80YRnjDFDk",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.5,,0,1,0,medium
gold_157,2138894,@AppleSupport Dose this mean jailbreck,other,hardware_device,0.7348,strong,1.0,@AppleSupport Dose this mean jailbreck,"@671655 Can you please elaborate more on your question so that we can better support you? For example, can you tell us what you mean by jailbreak? Is your phone broken? If so, can you please tell us what is not working for you?",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,,0,1,1,low
gold_158,2309072,@AppleSupport it still doesn’t work,other,hardware_device,0.6434,strong,1.0,@AppleSupport it still doesn’t work,@669746 We'd like to request additional information. Please meet us in DM. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,,0,1,1,low
gold_159,98873,My iPhone screen is broken @AppleSupport,repair_support,hardware_device,0.7923,strong,1.0,My iPhone screen is broken @AppleSupport,@137645 We are here to help. DM us your current country and we can take a look at this. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,"iphone, screen, phone, broken",1,1,1,low
gold_160,2847505,@AppleSupport Everything Is Up To Date,software_update,hardware_device,0.683,strong,0.5968,"@AppleSupport I️ have the iPhone 8, and yes everything is up to date.",@170495 Thanks for letting us know. We'd like to take a closer look at what's happening via DM. Reach out to us via the following link: https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,,0,1,1,low
gold_161,2691766,@AppleSupport #iOS version 11.0.1.,software_update,software_update,0.8605,strong,0.9488,@115858 @AppleSupport iOS version : 11.1.2,"@287016 We're happy to help with downloading your apps. Meet us in DM with more details, such as any errors messages you're getting and which country you're in, and we'll get started. https://t.co/GDrqU22YpT",auto_handle,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,1,0.5,"version, ios",1,1,1,low
gold_162,451364,@AppleSupport Updated and it’s still happening https://t.co/JkNINHPaaU,software_update,software_update,0.5482,strong,1.0,@AppleSupport Updated and it’s still happening https://t.co/JkNINHPaaU,@222032 Thank you for updating us on the results. We have a few more steps to try with you. Let's touch base in DM https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,update,1,1,1,low
gold_163,1481915,@115858 fix this shit https://t.co/v2KifA473q,software_update,keyboard_input,0.3352,strong,1.0,@115858 FIX THIS SHIT https://t.co/JCsc5aXFLm,@352094 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.6667,,0,1,1,low
gold_164,919211,FML @AppleSupport help me https://t.co/t8LnITLn75,other,hardware_device,0.8447,strong,0.7802,@115858 @AppleSupport help me!!! https://t.co/UKY0ebnVBG,@446719 We're here to help you. Have you tried the steps here? https://t.co/sf0JEbUJVS Let us know if this helps.,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.6667,,0,1,1,low
gold_165,449427,@AppleSupport iOS 11.1.2.. apps are updated too,software_update,software_update,0.9919,strong,1.0,@AppleSupport iOS 11.1.2.. apps are updated too,@221512 Okay great. We can go ahead and take a further look in to this today. Send us a DM to continue. https://t.co/GDrqU22YpT,auto_handle,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,1,1.0,"update, ios",1,1,1,low
